Input1,Input2,Input3,Input4,Output
10329.25,3580.645,29,33.6,678.2765
25862.32,25243.55,34,38,25564.67
24355.65,22975.21,43,0,23191.44
1298.994,3564.532,40,0,8702.332
4226.138,12831.24,20,73,466.9616
18383.8,17946.19,31,50,16553.49
25862.32,25243.55,54,7.65,0
25862.32,25243.55,23,17.14,15471.8
25862.32,23478.29,33,25.2,22693.45
20930.85,25243.55,54,0,21836.37
23144.82,22968.05,27,29,25564.67
17314.04,3295.984,21,20.8,15646.17
12296.36,12650.42,19,22,14828.99
17752.92,18162.82,27,26,21229.02
17437.47,1869.097,26,22.4,16574.18
17204.32,15620.56,27,26.129,13801.97
11385.3,13724.61,24,0,15080.2
25803.54,21858.05,40,99.999,25564.67
25862.32,22534.79,49,32.5,21319.16
0,8262.339,26,35,19206.01
12235.62,5732.613,23,0,15402.34
0,0,39,0,0
25862.32,25243.55,32,28.6,25564.67
25862.32,25243.55,39,0,25564.67
25862.32,25243.55,35,20,25564.67
8944.053,8647.258,23,28,18062.25
25862.32,25243.55,36,35,25564.67
0,0,31,90,1029.975
18656.14,12621.77,45,65,24024.88
0,0,36,63,1658.009
16083.62,15318,31,55,16705.7
13109.45,12958.35,28,99.999,25564.67
22225.92,16447.69,38,32,22192.5
2270.79,5168.661,19,37,5810.421
15382.2,14021.81,43,37,13751.72
21214.94,22531.21,37,46.032,24143.1
0,0,45,45,0
25862.32,25243.55,50,16,25564.67
15893.57,15335.9,20,27,13117.78
25862.32,25243.55,31,0,25564.67
25311.77,25243.55,33,8.64,25564.67
7406.029,12924.34,22,0,375.3425
2325.65,7034.177,19,21,22712.66
2080.741,0,25,20,50.2427
0,0,47,40.8,0
0,640.9355,18,24,2608.187
22911.67,21850.89,31,44.2,25564.67
15260.73,15464.81,43,25.5,15341.76
15419.43,5512.403,36,0,17781.48
25862.32,25243.55,52,59.9,25564.67
25862.32,25243.55,33,20,25564.67
25862.32,25243.55,37,18,25564.67
52.9002,1267.548,17,65.988,12501.57
18085.99,23283.15,38,28,25564.67
2282.546,2339.952,19,37.6,9043.687
0,0,53,18,0
22133.84,20504.56,41,5,24531.74
25862.32,25243.55,41,82,25564.67
17805.82,15205.21,23,44.111,22858.95
12660.78,5682.484,20,75.606,24558.34
21710.64,22527.63,28,43,25564.67
9202.676,17650.79,48,40,23433.79
7035.727,2746.355,21,5.4,8637.312
13573.8,13837.4,52,28,2652.519
25862.32,25243.55,50,46,23902.23
501.5723,2305.935,17,0,16891.89
24798.44,25243.55,37,0,24072.17
11688.99,10960.35,29,51,15802.81
405.5682,3716.71,41,18.78,8290.046
22153.43,22923.29,27,0,19242.96
25509.65,25243.55,51,13.387,25564.67
0,0,18,52.906,7889.582
25862.32,25243.55,33,36,25564.67
25862.32,25243.55,43,45.348,25564.67
25797.67,25243.55,34,33,25564.67
0,0,29,24,1588.556
3324.876,9490.5,20,31,15092.02
25862.32,25243.55,53,32.3,25564.67
8360.191,8620.403,30,23,8668.344
22621.69,22577.76,36,26.848,23210.65
24191.07,22327.11,28,25,24018.97
25862.32,25243.55,29,30,25564.67
25862.32,21093.58,52,30,23333.3
12284.6,6291.194,42,20,11010.54
4719.874,4817.758,39,0,152.2058
20838.76,20907.39,42,33,22290.03
2047.434,5501.661,19,55.076,17781.48
25862.32,25243.55,43,62,25564.67
2366.794,3317.468,20,35.122,4793.745
1310.749,1455.532,18,50,2157.481
466.3055,537.0968,17,50,4306.095
25862.32,22020.97,26,24.44,20033.54
25862.32,25243.55,36,52,25564.67
25862.32,24475.5,30,30,25564.67
11598.86,14202.63,38,60.8,13750.25
25713.42,25243.55,50,9.56,25564.67
11357.87,17355.39,25,32,25564.67
0,0,16,45,15328.46
20693.78,25243.55,28,50,25564.67
14008.76,8378.71,19,40,25564.67
18201.59,12186.73,41,0,25564.67
10558.49,15019.02,45,40,6852.218
14085.17,17233.65,22,19.5,22278.21
10442.89,4830.29,24,35.548,2197.379
11169.78,3560.952,23,38,3920.409
2433.409,3045.339,21,58,15612.18
80.32994,1890.581,21,5,6389.69
1201.031,4572.484,20,99.999,15542.73
2737.096,3521.565,21,99.999,16028.9
1524.31,3654.048,19,0,3341.14
3951.841,11108.95,19,9.904,15863.39
3221.035,932.7581,23,0,0
25862.32,10151.13,24,36,7623.591
9960.912,1981.887,23,46,19406.98
25862.32,25243.55,28,0,0
25654.64,25243.55,31,40,25564.67
25862.32,17169.19,53,30,18220.37
25862.32,25243.55,33,24,25564.67
9717.963,10903.06,24,19,0
2876.204,10672.11,22,35,18337.11
18838.35,19183.31,31,39.45,22248.65
20235.31,25243.55,27,40,25564.67
5964.008,9710.71,18,0,20584.73
24900.32,18961.31,38,34,25564.67
25862.32,25243.55,33,0,25564.67
19312.49,18067.94,28,24.5,19148.38
5423.251,5696.806,48,0,2136.793
19288.98,17128.02,27,50,19350.83
25862.32,25243.55,30,0,25564.67
22274.9,12430.21,38,3,25564.67
5732.815,2311.306,26,0,0
21461.81,21100.74,51,17.5,25564.67
10487.96,7247.226,51,21,9489.96
0,8364.387,27,22,15106.8
25862.32,25243.55,44,56.3,25564.67
19277.23,17520.1,24,0.48,23800.26
19042.11,17117.27,26,28,16996.81
22508.06,25243.55,49,32.5,10468.22
0,0,23,34.22,7805.352
15135.34,22490.03,33,0,21598.45
25862.32,25243.55,43,51,25564.67
15674.13,15575.81,33,60,23147.11
0,234.5323,16,26,8245.714
8338.64,8792.274,39,2,9507.693
23084.08,21576.97,33,0,25564.67
0,0,54,14.352,0
7296.31,11937.87,31,0,12539.99
525.0835,504.871,24,28.72,13782.76
11279.5,17657.95,26,48,24613.01
17441.39,12483.92,26,12,23379.11
25862.32,25243.55,36,26,25564.67
21597,21886.69,40,38,25564.67
186.1303,0,18,11,3293.853
20141.26,24369.87,43,25,19176.46
7929.153,11160.87,20,17,14195.04
13546.37,2866.306,46,30,4765.668
25862.32,25243.55,27,83,25564.67
25435.2,24633.05,36,39,25564.67
24008.86,21793.6,31,38,25564.67
25862.32,25243.55,44,45,25564.67
0,1955.032,17,24.96,4771.579
0,1194.145,16,54.9,969.3886
21095.43,14664.53,25,0,17098.77
17314.04,13602.87,33,22,19566.58
25854.48,25243.55,32,22,24589.37
25862.32,25243.55,27,11.412,25564.67
20766.27,21653.95,28,24,25564.67
17090.68,18642.63,28,42,25564.67
20376.37,20633.47,33,0,18152.39
20621.28,22640.42,36,65,22829.4
20903.42,23843.52,24,30,20466.51
21726.31,24790.6,32,55.526,25564.67
15066.76,17976.63,22,1.3,24737.14
11769.32,21675.44,33,31.2,25564.67
20540.95,16492.45,47,0,20714.77
23182.04,25243.55,31,0,23874.15
4951.067,5510.613,41,27.2,5841.453
16843.82,18388.4,34,75,19288.76
182.2118,0,44,67.431,0
25862.32,22722.77,26,61.5,25564.67
25862.32,25243.55,31,12,23218.04
0,0,38,45,0
13877.49,17742.1,26,35,20153.24
25862.32,25243.55,31,40,25564.67
25862.32,13291.35,50,69,12247.4
3607.01,12618.19,21,44.2,16507.68
9175.246,9506.613,21,51,8415.653
4692.444,0,52,0,0
0,4554.581,19,34.985,16175.2
0,0,31,82,5624.227
948.2851,8751.097,24,26,8866.359
11724.25,11905.65,35,50,12980.35
25862.32,25243.55,38,11,25564.67
826.8106,2920.016,20,70,13104.48
22114.24,22860.63,49,99.999,24809.55
22174.98,19023.97,51,28,15861.92
4335.857,6651.048,19,12.5,25564.67
20987.67,20558.27,24,0,21768.39
25862.32,25243.55,39,31,22932.84
0,324.0484,17,0,5412.912
25862.32,25243.55,40,0,25564.67
503.5316,4166.081,17,20,8324.034
25862.32,22210.74,36,0,6373.435
25862.32,25243.55,50,15.6,25564.67
3450.269,168.2903,19,0,20699.99
19496.66,17043.87,51,10.47,17243.59
25862.32,25243.55,38,44.2,25564.67
25862.32,25243.55,52,66,25564.67
0,0,45,0,0
9719.923,7734.194,24,55,20883.23
0,0,47,16.5,0
423.2016,0,16,22,7679.745
21085.63,21141.92,26,27,729.9969
0,0,48,12,7236.427
24287.07,19732.94,51,37,25564.67
6069.809,12270.87,19,52,16940.66
21845.82,2558.371,35,52,19677.41
9860.99,13128.44,47,0,6598.049
0,6765.629,17,22.7,14031.01
7427.58,16870.21,23,0,20049.79
6301.002,11429.42,26,44.5,24771.13
19181.22,19416.05,23,0,0
916.9369,723.2903,30,0,1312.221
25862.32,25243.55,49,0,25564.67
25862.32,25243.55,52,0,24081.03
0,0,48,31.2,0
0,8353.645,29,35,24432.73
19159.67,15779.9,36,9,17233.25
25862.32,25243.55,28,7.2,12930.11
11814.38,0,55,35,0
0,0,18,27,2436.771
5299.817,25243.55,33,40,25564.67
7641.141,12804.39,21,35,25564.67
25572.35,25243.55,43,28,21611.75
24951.26,11169.82,33,0,20063.09
0,0,33,99.999,23240.21
23401.48,19992.53,35,99.999,24579.03
25862.32,25243.55,33,99,25564.67
25862.32,25243.55,43,90,25564.67
4073.316,5061.242,18,0,6831.53
0,2331,16,40,4945.951
8344.517,11073.15,24,35,16229.87
16465.68,6801.435,22,20,16563.84
25862.32,24860.42,51,60,24574.59
25862.32,25243.55,44,70,25564.67
8130.957,13166.03,20,62,25564.67
4018.456,1962.194,21,34,8046.221
22433.6,22438.11,40,0,25564.67
5548.644,5190.145,17,28.6,11919.34
13340.65,16098.58,24,7,4997.671
13242.68,10007.9,43,48,2791.425
4604.277,6622.403,18,38.2,25564.67
25862.32,25243.55,51,0,0
13125.13,17788.65,24,50,21954.58
16961.37,0,22,40,959.0445
24028.45,24672.44,44,45,24986.88
13225.05,16148.71,39,3,16927.36
13105.54,13917.97,53,0,14308.83
4578.807,9273.871,26,88,13392.64
16330.49,16963.31,43,5.2,22016.65
1312.709,3453.532,17,35,0
0,0,33,42,0
22088.77,18191.47,24,60,23578.61
0,0,16,13.52,7596.992
0,0,31,70.958,0
4829.593,25243.55,45,52,16074.71
10327.3,21136.55,41,102.999,23052.53
21293.31,19215.53,51,60,24382.49
509.4094,791.3226,27,12.5,2908.166
121.4745,0,33,19,0
14678.83,16923.92,22,0,18329.72
18569.93,17167.4,28,97.5,24351.46
25862.32,25243.55,36,70,25564.67
10370.4,22823.03,38,23,0
0,0,25,13,0
25862.32,23632.26,55,43,25564.67
2194.379,5541.048,26,65,0
0,26.85484,20,26,17858.33
25862.32,24488.03,48,0,25564.67
4141.89,1362.435,23,40,17964.72
16622.42,18044.66,22,0,25564.67
10372.36,20056.98,29,40.106,22556.02
18564.05,21636.05,28,38,25275.04
12797.93,12149.13,52,27,14604.37
25862.32,25243.55,44,28.5,0
24837.63,25105.69,38,0,25564.67
25862.32,25243.55,34,3,25564.67
25862.32,25243.55,35,0,25564.67
14302.65,16433.37,32,10,15733.35
13430.77,15155.08,25,0,20735.46
13428.81,1566.532,41,22.4,25564.67
7976.175,22781.85,19,27.918,25564.67
2409.898,6948.242,20,9.7,9974.654
25862.32,24926.66,40,32,25564.67
25862.32,13368.34,52,20,25564.67
17055.42,17523.68,49,65.515,17060.35
6156.016,0,31,0,4094.78
2880.122,4839.242,35,12.776,11533.66
24016.69,18404.52,40,60,17586.42
24230.25,16932.87,49,49.743,20029.11
19823.86,21929.66,31,24.4,21670.86
24712.23,24940.98,37,67.6,25564.67
25862.32,25243.55,51,33.49,25564.67
2715.544,1516.403,22,33,1250.157
5131.32,2173.452,21,42,2921.465
21593.08,23705.66,40,62.4,25564.67
14625.93,18345.44,34,36.5,19077.45
21179.67,17450.27,40,52,20803.43
25862.32,25243.55,47,54.6,24187.43
16107.13,17604.24,30,45,19133.6
16714.51,7793.274,39,31.976,25564.67
25862.32,25012.6,32,36.5,25561.71
1639.906,381.3387,18,21.8,1155.582
23150.7,24267.82,36,16.7,0
0,295.4032,16,33,1539.791
23262.37,21883.11,27,40,25564.67
20834.84,11952.19,50,35.75,16305.24
2170.868,3467.855,19,29,17756.36
20660.47,16617.77,30,50,17098.77
12637.27,12568.06,22,47,14998.92
13093.78,11293.35,35,41,14041.36
24618.19,24069.1,27,27,25564.67
25862.32,25243.55,51,3.5,25564.67
25862.32,25243.55,39,40,0
22386.58,21075.68,30,33,25564.67
10333.17,10484.13,24,0,18229.24
25862.32,25243.55,40,3,25564.67
6606.648,17355.39,28,15,19785.28
10691.72,2348.903,39,18,13267.03
21630.31,22429.16,50,8.8,24556.86
10352.77,9780.532,20,48.159,24206.64
0,0,16,25,9073.241
35.2668,0,24,14.5,25564.67
25862.32,25243.55,42,33.8,0
0,2866.306,55,22,2365.84
25862.32,25243.55,22,24,2809.158
25862.32,25243.55,36,33,25564.67
25862.32,23268.82,32,25,24740.1
21113.06,22373.66,35,70,11328.25
16150.24,17380.45,23,0,9939.189
25862.32,25243.55,52,0,16002.3
0,0,19,15.36,3468.224
20595.81,21202.79,28,27.5,20442.87
0,811.0161,29,45,0
0,7340.323,53,85,0
25862.32,24359.13,50,70,25564.67
9506.363,15078.1,20,0.6,17480.03
17415.92,17987.37,26,40,25564.67
24796.48,21865.21,31,20,25564.67
23293.72,14510.56,45,14,24992.79
20562.51,21582.34,38,0,25564.67
3166.175,2638.935,18,24,0
15464.49,19392.77,25,35,2410.172
10830.83,14506.98,23,0,0
20840.72,25243.55,54,12,25564.67
25862.32,25243.55,46,12.6,25416.9
21867.38,15096,22,22,25564.67
25862.32,24224.85,40,0,25564.67
22966.53,18334.69,42,0,25564.67
17359.1,17529.05,55,1.2,18755.31
24935.59,25243.55,39,24.846,18062.25
21698.88,17384.03,39,48.798,0
10433.1,9943.452,24,18.2,11307.56
0,0,53,57,0
25862.32,25243.55,29,20,25564.67
17368.9,17545.16,29,6.074,21870.35
24383.08,21899.23,24,15,22170.33
19616.18,18832.4,20,21.787,21221.63
4494.558,7929.339,22,5.2,18220.37
16822.26,20083.84,43,88,840.8264
10873.93,15316.21,48,0,0
5043.153,9085.887,19,25.3,14401.92
17807.78,12945.82,34,42,6386.734
0,2010.532,26,35,5229.674
5597.625,674.9516,21,45,22165.9
1882.855,6982.258,20,45,2857.923
20235.31,15137.18,29,31.913,13051.28
17.6334,34.01613,40,33,0
2766.485,6507.823,18,8.8,753.6406
21299.19,22058.56,28,39,24276.09
0,0,47,10.1,0
18174.16,19647,22,24.6,0
8013.401,0,22,70,5748.356
25862.32,25243.55,34,99.999,25564.67
25862.32,24604.4,53,0,25564.67
22174.98,22366.5,36,0,25066.68
19028.4,22642.21,25,16.5,0
25862.32,25243.55,55,71,25564.67
13951.94,16426.21,46,0,25564.67
20348.95,21958.31,22,17,23636.24
7065.116,15446.9,19,29.8,3700.227
18403.39,25243.55,23,44,25564.67
23513.16,24117.44,37,0,0
25862.32,17398.35,28,18,20797.52
12989.94,12317.42,20,33,11546.96
25781.99,25171.94,37,0,25564.67
48.98167,3813.387,51,6,1525.014
515.2872,12944.03,26,0,811.2719
5521.214,4862.516,24,0,0
7756.737,6550.79,42,27,11817.38
10967.98,1178.032,28,40,239.3917
25862.32,23721.77,33,38,25564.67
25703.62,25243.55,38,0,25564.67
25862.32,14916.97,24,58,25564.67
25860.36,25243.55,35,35,25564.67
17482.54,20594.08,33,46.631,25285.38
25862.32,21224.27,54,21,25564.67
16810.51,20350.6,28,30,25564.67
6357.821,22796.18,35,65,687.1429
286.053,862.9355,18,52,6255.217
7627.426,10690.02,20,0,12188.29
11685.07,18889.69,28,75,106.3963
25862.32,25243.55,31,20,25564.67
11310.85,11468.81,25,10,25564.67
21228.66,14136.39,31,20,16602.26
15809.32,5308.306,33,46,6967.481
13648.25,2954.032,33,52,0
395.7719,0,30,45,3045.594
23080.16,24985.74,37,63,13017.29
1951.43,10503.82,36,99.999,15421.55
92.08554,4511.613,19,0,0
19241.96,20126.81,30,0,24122.41
25862.32,25243.55,49,35,25564.67
25862.32,25243.55,53,11,9314.111
25862.32,25243.55,37,16,25564.67
25862.32,25243.55,47,38,25564.67
0,0,33,0,0
3732.403,3179.613,35,45,0
19547.6,22096.16,50,0,24035.22
6181.487,0,26,0,5055.303
17353.23,6713.71,24,20,4062.27
23091.92,18255.92,39,70,22078.71
20327.39,18964.89,31,16,4028.283
25862.32,25243.55,42,98,25564.67
13599.27,19211.95,22,0,19219.31
25862.32,24443.27,39,29.721,0
0,721.5,17,53,12639
12737.19,18252.34,36,32,17450.47
25862.32,25243.55,44,60,0
25478.31,25243.55,32,57,0
17923.37,16177.35,29,10,25564.67
4410.31,0,20,45,25564.67
25862.32,25243.55,46,75,25010.52
3311.161,3519.774,25,12,13105.96
25862.32,25243.55,28,20,25564.67
16232.53,19682.81,23,16.125,2365.84
0,0,43,44,0
13910.79,15282.19,24,24,25564.67
0,0,32,2.762,0
25862.32,25243.55,52,17,25564.67
14596.54,25243.55,25,52.3,25564.67
13899.04,25243.55,43,10.584,23052.53
25862.32,25243.55,37,0,25564.67
1714.358,785.9516,19,15,9067.33
22321.93,19450.06,40,15,19265.12
96.00407,868.3065,17,55,0
540.7576,0,19,19,3406.16
9396.644,11778.53,20,0,0
0,0,34,13,0
19753.33,19480.5,30,49.003,20095.6
5936.578,0,21,28,25564.67
7108.22,8813.758,23,0,23124.94
3773.548,4667.371,19,24,12325.72
5446.762,7877.419,45,55,237.914
3505.128,4986.048,18,2.86,141.8618
2580.354,2843.032,17,21,3516.989
7294.35,13053.24,22,0,14087.17
25109.96,25243.55,51,0.6,25564.67
25862.32,24484.45,22,9.088,14653.14
12057.33,16157.66,23,12.855,13971.9
0,6353.855,42,0,15885.56
0,1144.016,16,6,13875.85
18871.66,18366.92,47,43,19785.28
0,14245.6,41,54.3,22623.99
25862.32,25243.55,30,29.995,0
0,0,16,20,3514.034
25862.32,25243.55,36,25,15392
20137.34,20164.4,48,21,13283.28
17946.88,17196.05,49,51,0
23256.5,25243.55,31,55,25564.67
1377.365,2954.032,21,31.3,25564.67
20883.82,25243.55,28,36,18431.68
25119.76,25243.55,26,31.22,18619.35
10881.77,19063.35,21,38.4,15576.72
25862.32,25243.55,52,68,25564.67
11857.48,14874,43,68,23611.12
14943.33,20472.34,25,0,25394.73
25325.48,13386.24,43,41,25564.67
25862.32,25243.55,25,52,25564.67
25862.32,25243.55,42,46.8,25564.67
1708.481,1876.258,16,62.4,2755.96
16606.75,15479.13,46,80,14112.29
6798.656,4255.597,52,45,2955.453
13834.38,10299.73,28,19.125,15725.97
22751.01,21449.85,47,68.2,22573.75
25862.32,25243.55,32,35,25564.67
22124.04,23453.23,25,25.1,25564.67
25862.32,25243.55,47,0,25564.67
19984.52,20991.53,47,9.6,13299.54
21209.06,21102.53,36,30,20775.36
0,936.3387,17,35,11377.02
10689.76,11875.21,33,0,0
5960.09,350.9032,27,0,19798.58
25862.32,25243.55,41,26,25564.67
15488,9968.516,47,0,17960.29
14880.63,11988,27,33.5,23080.61
0,0,48,67,0
16763.49,16367.13,43,55.599,20942.34
20509.6,20975.42,44,86,23788.44
5374.269,10605.87,23,0.3,20055.71
3891.104,3979.887,18,13.2,18236.62
15969.98,15199.84,29,99.999,9513.604
0,0,32,48,0
0,0,38,0,0
5211.65,8353.645,45,47.008,3500.734
15466.45,19473.34,46,33,25564.67
11704.66,12688.02,25,48,13003.99
0,4817.758,23,99.999,25564.67
0,0,20,0,539.3702
14330.08,14313.63,29,41.8,13308.41
14665.11,13294.94,29,0,11164.22
22321.93,1852.984,26,76,15604.79
5779.837,1507.452,51,33,0
18985.3,18547.74,33,27.835,22638.77
15489.96,16245.39,34,14.5,18161.26
13775.6,14046.87,43,14,21404.87
15870.06,17613.19,26,6,18375.53
12378.65,14215.16,41,34,15739.27
20394.01,20400.73,38,46,13051.28
20174.57,17724.19,32,66.8,18507.05
1257.849,5469.435,28,50.4,13497.55
0,5370.968,27,33,12237.05
25862.32,25243.55,52,32.502,25564.67
25862.32,25243.55,36,35,25564.67
25862.32,25243.55,31,34,25564.67
20292.13,20672.85,51,0,23924.39
1103.067,725.0806,17,42,9161.905
2695.951,6790.694,18,66,12169.08
0,4040.758,17,0,9713.097
17937.09,19392.77,28,0,21285.17
6263.776,5943.871,22,43.1,12245.92
19714.14,18368.71,47,44,4317.917
19784.68,16374.29,40,33,0
25862.32,0,53,6,16463.35
0,601.5484,23,43,23018.55
2964.371,2302.355,21,22,0
14320.28,14310.05,47,61,15343.24
0,0,30,22.88,0
14614.17,15525.68,20,37,18929.68
0,0,35,27.5,0
25862.32,17328.53,33,41,15284.13
16522.5,5408.565,52,0,15400.87
25117.8,25243.55,45,29,20868.45
24892.48,20234.23,38,40.5,21517.18
0,32.22581,17,27,8303.346
0,44.75806,16,0,0
25862.32,18391.98,32,13.3,17488.89
0,0,33,14,0
1152.049,1908.484,18,0,5211.942
0,0,16,39.509,6494.608
25862.32,19482.29,31,25,25564.67
1976.9,934.5484,33,24.5,25564.67
25862.32,20595.87,45,30,25564.67
11673.31,22464.97,23,0,17474.12
3918.534,11300.52,27,0,25564.67
21410.87,15658.16,27,0.338,18848.4
21116.98,25243.55,29,5,24446.03
18209.43,14073.73,36,17.3,3516.989
25862.32,25243.55,29,48.6,25564.67
14798.34,16923.92,29,16,2705.717
11859.44,6720.871,31,10,5095.201
19957.09,21165.19,26,28.6,25564.67
18303.47,17614.98,38,20,17805.13
0,0,16,16,3734.215
19322.29,4346.903,27,18,14356.11
25862.32,25243.55,38,0,25564.67
4263.365,6973.306,42,49,7407.843
736.6843,44.75806,19,60,8443.73
24100.94,20486.66,27,0,25564.67
0,0,55,24.4,0
25703.62,24935.61,28,48,25564.67
0,1405.403,21,99.999,5910.906
0,0,54,30,0
1293.116,3659.419,32,27.8,2257.966
5103.89,5843.613,23,0,3239.177
0,0,29,68,1034.409
540.7576,2228.952,17,46.8,5921.25
0,886.2097,16,54,6849.263
11926.06,11538.63,28,27.325,12149.87
0,0,39,0,0
21042.53,18873.58,50,27,17360.33
25176.58,23437.11,38,26,25564.67
6195.202,10104.58,26,30,8607.757
3699.096,11289.77,49,40,0
7568.648,7778.952,30,0,12078.94
7525.544,3850.984,32,0,6527.118
0,0,53,42,0
25862.32,25243.55,36,0,25564.67
628.9246,0,24,2,0
25862.32,25243.55,24,38,25564.67
25862.32,3739.984,40,9,734.4301
0,1938.919,40,0,1394.974
25862.32,11064.19,28,1.12,25564.67
25862.32,3890.371,35,26,0
25862.32,25243.55,33,25,23052.53
6026.705,0,26,18,5528.175
0,0,25,0,25564.67
14288.93,24267.82,26,45.476,13846.3
25862.32,25243.55,32,99.999,25564.67
11275.58,18932.66,27,50,25564.67
2443.206,0,27,0,25564.67
24741.62,23467.55,31,70,25551.37
9496.566,11492.08,25,85,8201.382
20970.03,20409.68,28,57,23949.51
25862.32,25243.55,53,70,25564.67
25368.59,25243.55,54,45,25564.67
25862.32,25243.55,33,72.015,24611.54
22090.73,2866.306,36,55,11793.74
0,0,16,65,1864.891
10125.49,9631.935,54,32,18541.04
227.2749,1441.21,18,0,4212.998
25862.32,25243.55,24,42,24499.23
5319.409,0,32,43,19783.8
0,4966.355,47,0,0
1081.515,245.2742,46,65,0
4639.544,7044.919,42,41.6,9281.601
13283.83,15135.39,21,0,17519.93
401.6497,3575.274,22,0,11956.29
12145.49,10584.39,27,11.525,8839.76
17658.87,13534.84,42,47.328,25564.67
18172.2,16918.55,37,48.7,23052.53
25862.32,18323.95,36,24,25564.67
0,0,20,51,0
18965.7,19605.82,30,19,12702.54
16036.6,9178.984,52,0,0
17108.32,15423.63,24,25,17265.76
4161.483,1595.177,23,26,4637.106
0,0,27,0,0
8544.363,12226.11,26,0,13230.09
25862.32,25243.55,43,67,25564.67
0,476.2258,16,35,0
23511.2,16497.82,40,18,25564.67
25862.32,25243.55,45,39,15514.65
0,25243.55,32,18,2365.84
0,0,55,60,2791.425
2259.035,1152.968,27,30.7,1857.502
25862.32,23976,39,39,17617.46
16924.15,19267.45,22,22,22049.16
23129.14,23959.89,30,2.19,20806.39
17629.48,12926.13,43,53,9602.267
2433.409,13670.9,19,0,1430.439
13801.08,13688.81,52,77,0
13983.29,13640.47,28,48,17014.54
4388.758,4042.548,21,9.2,6450.276
0,0,39,0,0
822.8921,3813.387,22,6.55,16883.03
1058.004,2916.435,54,18.7,0
18628.71,14818.5,53,0.65,17973.59
16354,14895.48,32,13,22031.43
